start,end,CE1,CE2,CR1,SM1,SM2,TM1,XH1,PM1
58150001,58200000,0,0,0,0,0,0,0,0
58200001,58250000,3,3,2,4,4,4,4,4
58250001,58300000,0,0,0,0,0,0,0,0
58300001,58350000,0,0,0,0,0,0,0,0
58350001,58400000,0,0,0,0,0,0,0,0
58400001,58450000,0,0,0,0,0,0,0,0
58450001,58500000,0,0,0,0,0,0,0,0
58500001,58550000,0,0,0,0,0,0,0,0
58550001,58600000,0,0,0,0,0,0,0,0
58600001,58650000,0,0,0,0,0,0,0,0
58650001,58700000,0,0,0,0,0,0,0,0
58700001,58750000,0,0,0,0,0,0,0,0
58750001,58800000,0,0,0,0,0,0,0,0
58800001,58850000,0,0,0,0,0,0,0,0
58850001,58900000,0,0,0,0,0,0,0,0
58900001,58950000,0,0,0,0,0,0,0,0
58950001,59000000,0,0,0,0,0,0,0,0
59000001,59050000,0,0,0,0,0,0,0,0
59050001,59100000,0,0,0,0,0,0,0,0
59100001,59150000,0,0,0,0,0,0,0,0
59150001,59200000,0,0,0,0,0,0,0,0
59200001,59250000,0,0,0,0,0,0,0,0
59250001,59300000,0,0,0,0,0,0,0,0
59300001,59350000,0,0,0,0,0,0,0,0
59350001,59400000,0,0,0,0,0,0,0,0
59400001,59450000,0,0,0,0,0,0,0,0
59450001,59500000,0,0,0,0,0,0,0,0
59500001,59550000,0,0,0,0,0,0,0,0
59550001,59600000,0,1,1,1,1,0,1,1
59600001,59650000,4,2,2,2,3,3,3,5
59650001,59700000,2,5,3,4,4,5,4,5
59700001,59750000,0,0,0,1,1,0,0,0
59750001,59800000,1,4,4,2,2,2,2,2
59800001,59850000,5,2,7,3,2,6,4,2
59850001,59900000,1,0,0,0,0,0,0,0
59900001,59950000,1,0,0,1,2,0,1,2
59950001,60000000,0,0,0,0,0,0,0,0
60000001,60050000,0,0,0,0,0,0,0,0
60050001,60100000,0,0,0,0,0,0,0,0
60100001,60150000,0,0,0,0,0,0,0,0
60150001,60200000,0,0,0,0,0,0,0,0
60200001,60250000,0,0,0,0,0,0,0,0
60250001,60300000,0,0,0,0,0,0,0,0
60300001,60350000,0,0,0,0,0,0,0,0
60350001,60400000,0,0,0,0,0,0,0,0
60400001,60450000,0,0,0,0,0,0,0,0
60450001,60500000,0,0,0,0,0,0,0,0
60500001,60550000,0,0,0,0,0,0,0,0
60550001,60600000,0,0,0,0,0,0,0,0
60600001,60650000,0,0,0,0,0,0,0,0
60650001,60700000,0,0,0,0,0,0,0,0
60700001,60750000,0,0,0,0,0,0,0,0
60750001,60800000,0,0,0,0,0,0,0,0
60800001,60850000,0,0,0,0,0,0,0,0
60850001,60900000,0,0,0,0,0,0,0,0
60900001,60950000,0,4,4,4,0,4,2,3
60950001,61000000,0,0,0,0,0,0,0,0
61000001,61050000,0,0,0,0,0,0,0,0
61050001,61100000,0,0,0,0,0,0,0,0
61100001,61150000,0,0,0,0,0,0,0,0
61150001,61200000,0,0,0,0,0,0,0,0
61200001,61250000,0,0,0,0,0,0,0,0
61250001,61300000,0,0,0,0,0,0,0,0
61300001,61350000,1,0,1,1,0,1,1,1
61350001,61400000,6,6,1,1,1,2,1,2
61400001,61450000,2,1,1,0,0,1,0,2
61450001,61500000,0,0,0,0,0,0,0,0
61500001,61550000,2,3,2,1,1,0,0,1
61550001,61600000,0,0,0,0,0,0,0,0
61600001,61650000,0,0,0,0,0,0,0,0
61650001,61700000,0,0,0,0,0,0,0,0
61700001,61750000,0,0,0,0,0,0,0,0
61750001,61800000,0,0,0,0,0,0,0,0
61800001,61850000,1,0,0,0,0,0,0,0
61850001,61900000,0,0,0,0,0,0,0,0
61900001,61950000,0,0,0,0,0,0,0,0
61950001,62000000,0,0,0,0,0,0,0,0
62000001,62050000,0,0,0,0,0,0,0,0
62050001,62100000,2,0,0,0,0,0,0,0
62100001,62150000,0,0,0,0,0,0,0,0
62150001,62200000,1,1,1,2,1,1,1,0
62200001,62250000,0,0,0,0,0,0,0,0
62250001,62300000,0,0,0,0,0,0,0,0
62300001,62350000,0,1,0,0,0,0,0,0
62350001,62400000,0,0,0,0,0,0,0,0
62400001,62450000,0,0,0,0,0,0,0,0
62450001,62500000,0,2,0,2,2,2,2,0
62500001,62550000,0,0,0,0,0,0,0,0
62550001,62600000,0,0,0,0,0,0,0,0
62600001,62650000,0,0,0,0,0,0,0,0
62650001,62700000,0,0,0,0,0,0,0,0
62700001,62750000,1,2,1,2,0,4,2,2
62750001,62800000,1,1,1,2,3,1,2,3
62800001,62850000,1,2,1,3,3,2,2,1
62850001,62900000,2,1,2,1,1,1,2,1
62900001,62950000,0,0,0,1,1,0,0,0
62950001,63000000,0,0,0,0,0,0,0,0
63000001,63050000,0,0,0,0,0,0,0,0
63050001,63100000,0,0,0,0,0,0,0,0
63100001,63150000,0,0,0,0,0,0,0,0
63150001,63200000,0,0,0,0,0,0,0,0
63200001,63250000,0,0,0,0,0,0,0,0
63250001,63300000,0,0,0,0,0,0,0,0
63300001,63350000,0,0,0,0,0,0,0,0
63350001,63400000,0,0,0,0,0,0,0,0
63400001,63450000,0,0,0,0,0,0,0,0
63450001,63500000,0,0,0,0,0,0,0,0
63500001,63550000,0,0,0,0,0,0,0,0
63550001,63600000,0,0,0,0,0,0,0,0
63600001,63650000,0,0,0,0,0,0,0,0
63650001,63700000,0,0,0,0,0,0,0,0
63700001,63750000,0,0,0,0,0,0,0,0
63750001,63800000,0,0,0,0,0,0,0,0
63800001,63850000,0,0,0,0,0,0,0,0
63850001,63900000,0,0,0,0,0,0,0,0
63900001,63950000,0,0,0,0,0,0,0,0
63950001,64000000,0,0,0,0,0,0,0,0
64000001,64050000,0,0,0,0,0,0,0,0
64050001,64100000,0,0,0,0,0,0,0,0
64100001,64150000,0,0,0,0,0,0,0,0
64150001,64200000,0,0,0,0,0,0,0,0
64200001,64250000,0,0,0,0,0,0,0,0
64250001,64300000,0,0,0,0,0,0,0,0
64300001,64350000,0,0,0,0,0,0,0,0
64350001,64400000,0,0,0,0,0,0,0,0
64400001,64450000,0,0,0,0,0,0,0,0
64450001,64500000,0,0,0,0,0,0,0,0
64500001,64550000,2,2,1,1,0,1,1,1
64550001,64600000,0,0,1,0,0,0,0,0
64600001,64650000,3,2,0,0,0,0,0,0
64650001,64700000,2,1,3,0,0,0,0,3
64700001,64750000,0,0,0,0,0,0,0,0
64750001,64800000,0,0,0,0,0,0,0,0
64800001,64850000,0,2,1,2,1,1,1,1
64850001,64900000,0,0,0,0,0,0,0,0
64900001,64950000,0,1,1,1,0,1,0,0
64950001,65000000,1,1,1,1,1,3,0,3
65000001,65050000,6,9,0,4,4,5,4,3
65050001,65100000,5,2,1,6,4,4,4,3
65100001,65150000,0,0,0,0,0,0,0,0
65150001,65200000,0,0,0,0,0,0,0,0
65200001,65250000,0,0,0,0,0,0,0,0
65250001,65300000,1,0,0,1,0,0,1,0
65300001,65350000,0,0,0,0,0,0,2,0
65350001,65400000,0,0,1,2,2,2,3,2
65400001,65450000,0,0,0,0,0,0,0,0
65450001,65500000,0,1,1,0,0,0,0,1
65500001,65550000,0,0,0,0,0,0,0,0
65550001,65600000,0,0,0,0,0,0,0,0
65600001,65650000,0,0,0,0,1,0,0,0
65650001,65700000,0,0,0,0,0,0,0,0
65700001,65750000,0,0,0,0,0,0,0,0
65750001,65800000,0,0,0,0,0,0,0,0
65800001,65850000,0,0,0,0,0,0,0,0
65850001,65900000,0,0,0,0,0,0,0,0
65900001,65950000,0,0,0,0,0,0,0,0
65950001,66000000,0,0,0,0,0,0,0,0
66000001,66050000,0,0,0,0,0,0,0,0
66050001,66100000,0,0,0,0,0,0,0,0
66100001,66150000,0,0,0,0,0,0,0,0
66150001,66200000,5,1,4,4,3,5,1,2
66200001,66250000,0,2,0,2,2,0,0,0
66250001,66300000,0,0,0,1,1,0,0,0
66300001,66350000,5,4,1,2,2,3,3,5
66350001,66400000,0,0,0,0,0,0,0,1
66400001,66450000,1,1,0,0,0,1,0,0
66450001,66500000,0,0,0,0,0,0,0,0
66500001,66550000,0,0,0,0,0,0,0,0
66550001,66600000,0,0,0,0,0,0,0,0
66600001,66650000,0,0,0,0,0,0,0,0
66650001,66700000,0,0,0,0,0,0,0,0
66700001,66750000,0,0,0,0,0,0,0,0
66750001,66800000,0,0,0,0,0,0,0,0
66800001,66850000,0,0,0,0,0,0,0,0
66850001,66900000,0,0,0,0,0,0,0,0
66900001,66950000,0,0,0,0,0,0,0,0
66950001,67000000,0,0,0,0,0,2,1,1
67000001,67050000,0,0,0,1,1,0,0,1
67050001,67100000,0,0,0,0,0,0,0,0
67100001,67150000,0,0,0,0,0,0,0,0
67150001,67200000,0,0,0,0,0,0,0,0
67200001,67250000,0,0,0,0,0,0,0,0
67250001,67300000,0,0,0,0,0,0,0,0
67300001,67350000,0,0,0,0,0,0,0,0
67350001,67400000,0,0,0,0,0,0,0,0
67400001,67450000,2,0,0,1,1,1,0,0
67450001,67500000,0,0,0,0,0,0,0,0
67500001,67550000,0,0,0,0,1,0,0,0
67550001,67600000,3,3,2,3,1,2,1,3
67600001,67650000,0,0,1,1,0,0,0,1
67650001,67700000,0,0,0,0,0,0,0,0
67700001,67750000,0,0,0,0,0,0,0,0
67750001,67800000,0,0,0,0,0,0,0,0
67800001,67850000,0,0,0,0,0,0,0,0
67850001,67900000,1,3,1,1,1,2,2,1
67900001,67950000,0,0,0,0,0,0,0,0
67950001,68000000,0,0,0,0,0,0,0,0
68000001,68050000,1,0,0,1,2,2,2,2
68050001,68100000,0,0,0,0,0,0,1,2
68100001,68150000,0,0,0,0,0,0,0,0
68150001,68200000,2,0,0,0,0,0,0,0
68200001,68250000,0,0,0,0,0,0,0,0
68250001,68300000,0,0,0,0,0,0,0,0
68300001,68350000,1,1,1,3,2,1,1,1
68350001,68400000,3,2,1,4,3,2,2,3
68400001,68450000,2,2,2,2,1,2,1,1
68450001,68500000,0,0,0,0,0,0,0,0
68500001,68550000,0,0,0,0,0,0,0,0
68550001,68600000,0,0,0,0,0,0,0,0
68600001,68650000,0,0,0,0,0,0,0,0
68650001,68700000,0,0,0,0,0,0,0,0
68700001,68750000,0,0,0,0,0,0,0,0
68750001,68800000,0,0,0,0,0,0,0,0
68800001,68850000,0,0,0,0,0,0,0,0
68850001,68900000,0,0,0,0,0,0,0,0
68900001,68950000,0,0,0,0,0,0,0,0
68950001,69000000,0,0,0,0,0,0,0,0
69000001,69050000,0,0,0,0,0,0,0,0
69050001,69100000,0,0,0,0,0,0,0,0
69100001,69150000,0,0,0,0,0,0,0,0
69150001,69200000,0,0,0,0,0,0,0,0
69200001,69250000,0,0,0,0,0,0,0,0
69250001,69300000,0,0,0,0,0,0,0,0
69300001,69350000,0,0,0,0,0,0,0,0
69350001,69400000,0,0,0,0,0,0,0,0
69400001,69450000,0,1,0,0,0,0,0,0
69450001,69500000,1,0,0,1,1,1,0,2
69500001,69550000,0,1,1,1,0,0,1,1
69550001,69600000,1,3,0,0,0,1,1,1
69600001,69650000,0,0,0,1,0,3,2,1
69650001,69700000,0,0,0,1,1,1,1,1
69700001,69750000,0,1,1,0,0,0,0,1
69750001,69800000,0,0,0,1,1,0,0,0
69800001,69850000,0,0,0,0,0,0,0,0
69850001,69900000,0,1,1,2,2,0,2,1
69900001,69950000,1,1,0,0,0,0,0,1
69950001,70000000,0,0,0,1,0,1,1,1
70000001,70050000,0,1,0,0,0,3,1,1
70050001,70100000,0,0,0,0,0,0,0,0
70100001,70150000,0,0,0,1,1,1,1,0
70150001,70200000,3,2,3,4,4,4,5,7
70200001,70250000,0,1,0,1,0,0,0,0
70250001,70300000,0,0,0,0,0,0,0,0
70300001,70350000,0,0,0,0,0,0,0,0
70350001,70400000,0,0,0,0,0,0,0,0
70400001,70450000,0,0,0,0,0,0,0,0
70450001,70500000,0,0,0,0,0,0,1,0
70500001,70550000,0,0,0,0,0,0,0,0
70550001,70600000,0,0,0,0,0,0,0,0
70600001,70650000,0,0,0,0,0,0,0,0
70650001,70700000,0,0,0,0,0,0,0,0
70700001,70750000,0,0,0,0,0,0,0,0
70750001,70800000,0,0,0,0,0,0,0,0
70800001,70850000,1,1,1,3,2,3,1,0
70850001,70900000,0,0,0,0,0,0,0,0
70900001,70950000,0,0,0,0,0,0,0,0
70950001,71000000,0,0,0,0,0,0,0,0
71000001,71050000,0,0,0,0,0,0,0,0
71050001,71100000,0,0,0,0,0,0,0,0
71100001,71150000,0,0,0,0,0,0,0,0
71150001,71200000,0,0,0,0,0,0,0,0
71200001,71250000,0,0,0,0,0,0,0,1
71250001,71300000,2,6,1,12,8,4,8,6
71300001,71350000,0,0,0,0,0,0,0,0
71350001,71400000,0,0,0,0,0,0,0,0
71400001,71450000,0,0,0,0,0,0,0,0
71450001,71500000,0,0,0,0,0,0,0,0
71500001,71550000,22,7,5,20,11,14,10,14
71550001,71600000,0,0,0,0,0,0,0,0
71600001,71650000,0,0,0,0,0,0,0,0
71650001,71700000,1,4,1,1,1,1,2,1
71700001,71750000,0,0,0,0,0,0,0,0
71750001,71800000,0,0,0,0,0,0,0,0
71800001,71850000,0,0,0,0,0,0,0,0
71850001,71900000,0,0,0,0,0,0,0,0
71900001,71950000,0,0,0,0,0,0,0,0
71950001,72000000,0,0,0,0,0,0,0,0
72000001,72050000,0,0,0,0,0,0,0,0
72050001,72100000,0,0,0,0,0,0,0,0
72100001,72150000,0,0,0,0,0,0,0,0
72150001,72200000,0,0,0,0,0,0,0,0
72200001,72250000,0,0,0,0,0,0,0,0
72250001,72300000,0,0,0,0,0,0,0,0
72300001,72350000,0,0,0,0,0,0,0,0
72350001,72400000,0,0,0,0,0,0,0,0
72400001,72450000,0,0,0,0,0,0,0,0
72450001,72500000,0,0,0,0,0,0,0,0
72500001,72550000,0,0,0,1,0,0,0,0
72550001,72600000,0,0,0,0,0,0,0,0
72600001,72650000,0,0,0,0,0,0,0,0
72650001,72700000,0,0,0,0,0,0,0,0
72700001,72750000,0,0,0,0,0,0,0,0
72750001,72800000,0,0,0,0,0,0,1,0
72800001,72850000,1,0,1,0,0,1,0,0
72850001,72900000,0,0,0,0,0,0,0,0
72900001,72950000,0,1,1,1,2,1,2,3
72950001,73000000,0,0,0,0,0,0,0,1
73000001,73050000,1,1,1,1,1,1,1,1
73050001,73100000,0,0,0,0,0,0,0,0
73100001,73150000,0,0,0,1,1,0,0,0
73150001,73200000,0,0,0,0,0,0,1,0
73200001,73250000,0,0,0,0,0,0,0,0
73250001,73300000,8,6,1,2,2,1,0,7
73300001,73350000,0,0,0,0,0,0,0,0
73350001,73400000,0,0,0,0,0,0,0,0
73400001,73450000,0,0,0,0,0,0,0,0
73450001,73500000,0,0,0,0,0,0,0,0
73500001,73550000,0,0,0,0,0,0,0,0
73550001,73600000,0,0,0,0,0,0,0,0
73600001,73650000,0,0,0,0,0,0,0,0
73650001,73700000,0,0,0,0,0,0,0,0
73700001,73750000,0,0,0,0,0,0,0,0
73750001,73800000,1,0,0,0,0,0,0,0
73800001,73850000,0,0,0,0,0,0,0,0
73850001,73900000,0,0,0,0,0,0,0,0
73900001,73950000,0,0,0,0,0,0,0,0
73950001,74000000,0,0,0,0,0,0,0,0
74000001,74050000,0,0,0,0,0,0,0,0
74050001,74100000,0,0,0,0,0,0,0,0
74100001,74150000,0,0,0,0,0,0,0,0
74150001,74200000,0,0,0,0,0,0,0,0
74200001,74250000,0,0,0,0,0,0,0,0
74250001,74300000,0,0,0,0,0,0,0,0
74300001,74350000,0,0,0,0,0,0,0,0
74350001,74400000,0,0,0,0,0,0,0,0
74400001,74450000,0,0,0,0,0,0,0,0
74450001,74500000,0,0,0,0,0,0,0,0
74500001,74550000,0,0,0,0,0,0,0,0
74550001,74600000,0,0,0,0,0,0,0,0
74600001,74650000,0,0,0,0,0,0,0,0
74650001,74700000,0,0,0,0,0,0,0,0
74700001,74750000,0,0,0,0,0,0,0,0
74750001,74800000,0,0,0,0,0,0,0,0
74800001,74850000,0,0,0,0,0,0,0,0
74850001,74900000,0,0,0,0,0,0,0,0
74900001,74950000,0,0,0,0,0,0,0,0
74950001,75000000,0,0,0,0,0,0,0,0
75000001,75050000,0,0,0,0,0,0,0,0
75050001,75100000,1,0,0,0,0,0,0,0
75100001,75150000,0,0,0,0,0,0,0,0
75150001,75200000,0,0,0,0,0,0,0,0
75200001,75250000,0,0,0,0,0,0,0,0
75250001,75300000,0,0,0,0,0,0,0,0
75300001,75350000,0,0,0,0,0,0,0,0
75350001,75400000,0,0,0,0,0,0,0,0
75400001,75450000,0,0,0,0,0,0,0,0
75450001,75500000,0,0,0,0,0,0,0,0
75500001,75550000,0,0,0,0,0,0,0,0
75550001,75600000,0,0,0,0,0,0,0,0
75600001,75650000,0,0,0,0,0,0,0,0
75650001,75700000,0,0,0,0,0,0,0,0
75700001,75750000,0,0,0,0,0,0,0,0
75750001,75800000,0,0,0,0,0,0,0,0
75800001,75850000,0,0,0,0,0,0,0,0
75850001,75900000,0,0,0,0,0,0,0,0
75900001,75950000,0,0,0,0,0,0,0,0
75950001,76000000,0,0,0,0,0,0,0,0
76000001,76050000,0,0,0,0,0,0,0,0
76050001,76100000,0,0,0,0,0,0,0,0
76100001,76150000,0,0,0,0,0,0,0,0
76150001,76200000,0,0,0,0,0,0,0,0
76200001,76250000,0,0,0,0,0,0,0,0
76250001,76300000,0,0,0,0,0,0,0,0
76300001,76350000,0,0,0,0,0,0,0,0
76350001,76400000,0,0,0,0,0,0,0,0
76400001,76450000,0,0,0,0,0,0,0,0
76450001,76500000,0,0,0,0,0,0,0,0
76500001,76550000,0,0,0,0,0,0,0,0
76550001,76600000,0,0,0,0,0,0,0,0
76600001,76650000,0,0,0,0,0,0,0,0
76650001,76700000,0,0,0,0,0,0,0,0
76700001,76750000,0,0,0,0,0,0,0,0
76750001,76800000,0,0,0,0,0,0,0,0
76800001,76850000,0,0,0,0,0,0,1,1
76850001,76900000,1,1,3,2,1,1,0,1
76900001,76950000,0,0,0,0,0,0,0,0
76950001,77000000,0,0,0,2,2,1,1,2
77000001,77050000,1,1,1,1,0,1,1,1
77050001,77100000,0,0,0,0,0,1,0,0
77100001,77150000,0,0,0,0,0,0,0,0
77150001,77200000,1,0,0,1,1,1,2,1
77200001,77250000,0,0,0,0,0,0,0,0
77250001,77300000,0,0,0,0,0,0,0,0
77300001,77350000,0,0,0,0,0,0,0,0
77350001,77400000,1,2,1,4,4,1,1,4
77400001,77450000,4,2,0,3,2,1,4,3
77450001,77500000,3,1,0,0,0,0,0,1
77500001,77550000,0,0,2,1,1,0,1,0
77550001,77600000,1,0,1,2,2,1,1,1
77600001,77650000,0,0,0,0,0,0,0,0
77650001,77700000,0,0,0,0,0,0,0,0
77700001,77750000,0,0,0,0,0,0,0,0
77750001,77800000,0,0,0,0,0,0,0,0
77800001,77850000,0,0,0,0,0,0,0,0
77850001,77900000,0,0,0,0,0,0,0,0
77900001,77950000,0,0,0,1,0,2,1,0
77950001,78000000,0,0,0,0,0,0,0,0
78000001,78050000,0,0,0,0,0,0,0,2
78050001,78100000,0,0,0,0,0,0,0,1
78100001,78150000,0,0,0,0,0,0,0,0
78150001,78200000,0,0,0,0,0,0,0,0
78200001,78250000,0,0,0,0,0,0,0,0
78250001,78300000,0,0,0,0,0,0,0,0
78300001,78350000,0,0,0,0,0,0,0,0
78350001,78400000,1,1,0,0,0,0,0,0
78400001,78450000,0,0,0,0,0,0,0,0
78450001,78500000,0,0,0,0,0,0,0,0
78500001,78550000,1,0,0,0,0,0,0,1
78550001,78600000,1,3,3,2,6,2,8,6
78600001,78650000,4,4,3,4,4,3,5,3
78650001,78700000,0,0,0,1,1,0,1,0
78700001,78750000,1,2,1,1,1,1,1,2
78750001,78800000,0,0,0,0,0,0,0,0
78800001,78850000,0,0,0,0,0,0,0,0
78850001,78900000,0,0,0,0,0,0,0,0
78900001,78950000,0,0,0,0,0,0,0,0
78950001,79000000,0,0,0,0,0,0,0,0
79000001,79050000,0,0,0,0,0,0,0,0
79050001,79100000,0,0,0,0,0,0,0,0
79100001,79150000,0,0,0,0,0,0,0,0
79150001,79200000,0,0,0,0,0,0,0,0
79200001,79250000,1,0,1,1,1,3,2,1
79250001,79300000,0,0,0,0,0,0,0,0
79300001,79350000,0,0,0,0,0,0,0,0
79350001,79400000,0,0,0,0,0,0,0,0
79400001,79450000,0,0,0,0,0,0,0,0
79450001,79500000,0,0,0,0,0,0,0,0
79500001,79550000,0,0,0,0,0,0,0,0
79550001,79600000,0,0,0,0,0,0,0,0
79600001,79650000,0,0,0,0,0,0,0,0
79650001,79700000,0,0,0,0,0,0,0,0
79700001,79750000,0,0,0,1,0,0,0,0
79750001,79800000,0,0,0,0,0,0,0,0
79800001,79850000,0,0,0,0,0,0,0,0
79850001,79900000,0,0,0,0,0,0,0,0
79900001,79950000,0,1,0,0,0,0,0,0
79950001,80000000,0,0,0,0,0,0,0,0
80000001,80050000,0,0,0,0,0,0,0,0
80050001,80100000,0,0,0,0,0,0,0,0
80100001,80150000,0,0,0,0,0,0,0,1
80150001,80200000,0,0,0,0,0,0,0,0
80200001,80250000,0,0,0,0,0,0,0,0
80250001,80300000,0,1,0,0,0,0,0,0
80300001,80350000,0,0,1,0,1,0,0,0
80350001,80400000,1,0,1,1,1,1,0,0
80400001,80450000,1,1,0,0,1,0,0,1
80450001,80500000,3,2,0,2,2,2,2,1
80500001,80550000,0,0,0,0,0,0,0,0
80550001,80600000,0,0,0,0,1,0,1,1
80600001,80650000,0,0,0,0,0,0,0,0
80650001,80700000,1,1,0,1,1,0,0,0
80700001,80750000,1,1,0,1,1,1,1,1
80750001,80800000,2,2,2,2,2,2,3,2
80800001,80850000,0,0,0,1,2,1,1,2
80850001,80900000,0,0,0,0,0,0,0,0
80900001,80950000,0,0,0,1,0,1,1,2
80950001,81000000,0,0,0,0,0,0,2,0
81000001,81050000,0,0,0,0,0,0,0,0
81050001,81100000,0,0,0,0,0,0,0,0
81100001,81150000,0,0,0,0,0,0,0,0
81150001,81200000,0,0,0,0,0,0,0,0
81200001,81250000,0,0,0,0,0,0,0,0
81250001,81300000,0,0,0,0,0,0,0,0
81300001,81350000,1,0,0,0,0,1,1,0
81350001,81400000,0,0,0,0,0,0,0,0
81400001,81450000,1,2,0,0,2,2,0,1
81450001,81500000,8,6,6,6,6,5,8,5
81500001,81550000,0,0,0,0,0,0,0,0
81550001,81600000,12,11,8,9,9,7,10,6
81600001,81650000,0,0,0,0,0,0,0,0
81650001,81700000,0,0,0,0,0,0,0,0
81700001,81750000,1,0,1,0,1,0,0,0
81750001,81800000,3,0,1,2,2,0,4,1
81800001,81850000,0,0,0,0,0,0,0,0
81850001,81900000,2,1,0,0,0,0,0,0
81900001,81950000,0,0,0,0,0,0,0,0
81950001,82000000,0,0,0,0,0,0,0,0
82000001,82050000,0,0,0,0,0,0,0,0
82050001,82100000,0,0,0,0,0,0,0,0
82100001,82150000,0,0,0,0,0,0,0,0
82150001,82200000,0,0,0,0,0,0,0,0
82200001,82250000,0,0,0,0,0,0,0,0
82250001,82300000,0,0,0,0,0,0,0,0
82300001,82350000,0,4,3,3,0,1,1,1
82350001,82400000,0,0,0,0,0,0,0,0
82400001,82450000,0,0,0,0,0,0,0,0
82450001,82500000,0,0,0,0,0,0,0,0
82500001,82550000,0,0,0,0,0,0,0,0
82550001,82600000,0,0,0,0,0,0,0,0
82600001,82650000,0,0,0,0,0,0,0,0
82650001,82700000,0,0,0,0,0,0,0,0
82700001,82750000,2,1,1,2,0,2,0,0
82750001,82800000,0,0,0,0,0,0,0,0
82800001,82850000,0,0,0,0,0,0,0,0
82850001,82900000,0,0,0,0,0,0,0,0
82900001,82950000,0,0,0,0,0,0,0,0
82950001,83000000,0,0,0,0,0,0,0,0
83000001,83050000,0,0,0,0,0,0,0,0
83050001,83100000,0,0,0,0,0,0,0,0
83100001,83150000,0,0,0,0,0,0,0,0
83150001,83200000,0,0,0,0,0,0,0,0
83200001,83250000,4,2,2,1,1,3,4,2
83250001,83300000,0,0,0,0,0,0,0,0
83300001,83350000,0,0,0,0,0,0,0,0
83350001,83400000,0,0,0,0,0,0,0,0
83400001,83450000,0,0,0,0,0,0,0,0
83450001,83500000,0,0,0,0,0,0,0,0
83500001,83550000,0,0,0,0,0,0,0,0
83550001,83600000,0,0,0,0,0,0,0,0
83600001,83650000,0,0,0,0,0,0,0,0
83650001,83700000,0,0,0,0,0,0,0,0
83700001,83750000,0,0,0,0,0,0,0,0
83750001,83800000,0,0,0,0,0,0,0,0
83800001,83850000,0,0,0,0,0,0,0,0
83850001,83900000,0,0,0,0,0,0,0,0
83900001,83950000,0,0,0,0,0,0,0,0
83950001,84000000,0,0,0,0,0,0,0,0
84000001,84050000,0,0,0,0,0,0,0,0
84050001,84100000,0,0,0,0,0,0,0,0
84100001,84150000,0,0,0,0,0,0,0,0
84150001,84200000,0,0,0,0,0,0,0,0
84200001,84250000,0,0,0,0,0,0,0,0
84250001,84300000,0,0,0,0,0,0,0,0
84300001,84350000,0,0,0,0,0,0,0,0
84350001,84400000,0,0,0,0,0,0,0,0
84400001,84450000,0,0,0,0,0,0,0,0
84450001,84500000,0,0,0,0,0,0,0,0
84500001,84550000,1,8,0,1,0,1,1,3
84550001,84600000,0,0,0,0,0,0,0,0
84600001,84650000,0,0,0,0,0,0,0,0
84650001,84700000,0,0,0,0,0,0,0,0
84700001,84750000,0,0,0,0,0,0,0,0
84750001,84800000,0,0,0,0,0,0,0,1
84800001,84850000,0,0,0,0,0,0,0,0
84850001,84900000,0,0,0,0,0,0,0,0
84900001,84950000,0,0,0,0,0,0,0,0
84950001,85000000,0,0,0,0,0,0,0,0
85000001,85050000,0,0,0,0,0,0,0,0
85050001,85100000,0,0,0,0,0,0,0,0
85100001,85150000,0,0,0,0,0,0,0,0
85150001,85200000,0,0,0,0,0,0,0,0
85200001,85250000,0,0,0,0,0,0,0,0
85250001,85300000,0,0,0,0,0,0,0,0
85300001,85350000,0,0,0,0,0,0,0,0
85350001,85400000,0,0,0,0,0,0,0,0
85400001,85450000,0,0,0,0,0,0,0,0
85450001,85500000,0,0,0,0,0,0,0,0
85500001,85550000,0,0,0,0,0,0,0,0
85550001,85600000,0,0,0,0,0,0,0,0
85600001,85650000,0,2,1,0,1,0,1,0
85650001,85700000,0,0,0,0,0,0,0,0
85700001,85750000,0,0,0,0,0,0,0,0
85750001,85800000,0,0,0,0,0,0,0,0
85800001,85850000,0,0,0,0,0,0,0,0
85850001,85900000,0,0,0,0,0,0,0,0
85900001,85950000,0,0,0,0,0,0,0,0
85950001,86000000,0,0,0,0,0,0,0,0
86000001,86050000,0,0,0,0,0,0,0,0
86050001,86100000,0,0,0,0,0,0,0,0
86100001,86150000,0,0,0,0,0,0,0,0
86150001,86200000,0,0,0,0,0,0,0,0
86200001,86250000,0,0,0,0,0,0,0,0
86250001,86300000,0,0,0,0,0,0,0,0
86300001,86350000,0,0,0,0,0,0,0,0
86350001,86400000,0,0,0,0,0,0,0,0
86400001,86450000,0,0,0,0,0,0,0,0
86450001,86500000,0,0,0,0,0,0,0,0
86500001,86550000,0,0,0,0,0,0,0,0
86550001,86600000,0,0,0,0,0,0,0,0
86600001,86650000,0,0,0,0,0,0,0,0
86650001,86700000,1,1,1,1,1,1,1,1
86700001,86750000,1,1,0,1,1,1,1,1
86750001,86800000,0,0,0,0,0,0,0,0
86800001,86850000,0,0,0,0,0,0,0,0
86850001,86900000,0,0,0,0,0,0,0,0
86900001,86950000,0,0,0,0,0,0,0,0
86950001,87000000,0,0,0,0,0,0,0,1
87000001,87050000,0,0,0,0,0,0,0,0
87050001,87100000,0,0,0,0,0,0,0,0
87100001,87150000,1,0,0,0,1,0,0,0
87150001,87200000,0,2,2,5,5,1,1,2
